self_brand,compatibility_category,classification_basis,detected_brands,compatibility_brands,source_brands,title,product_brand,source_url,compatibility
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40056979,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40056979-141283157,"Panel part numbers: 40056979. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40057428,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40057428-103992508,"Panel part numbers: 40057428. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40058621,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40058621-103992609,"Panel part numbers: 40058621. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40058889,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40058889-141283181,"Panel part numbers: 40058889. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40075767,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40075767-103993523,"Panel part numbers: 40075767. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40080162,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40080162-141283550,"Panel part numbers: 40080162. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40080866,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40080866-141283566,"Panel part numbers: 40080866. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40081151,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40081151-103993750,"Panel part numbers: 40081151. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40083525,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40083525-141283635,"Panel part numbers: 40083525. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40083561,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40083561-141283639,"Panel part numbers: 40083561. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40084785,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40084785-141979653,"Panel part numbers: 40084785. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40084803,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40084803-141283686,"Panel part numbers: 40084803. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40084999,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40084999-141979663,"Panel part numbers: 40084999. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40085007,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40085007-141283704,"Panel part numbers: 40085007. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 40093726,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-40093726-141979681,"Panel part numbers: 40093726. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50041942,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50041942-141283917,"Panel part numbers: 50041942. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50050389,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50050389-141283959,"Panel part numbers: 50050389. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50050390,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50050390-141283960,"Panel part numbers: 50050390. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50051701,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50051701-141283967,"Panel part numbers: 50051701. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50051879,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50051879-141283970,"Panel part numbers: 50051879. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50055795,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50055795-141283988,"Panel part numbers: 50055795. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50067829,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50067829-141284033,"Panel part numbers: 50067829. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50071752,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50071752-141284055,"Panel part numbers: 50071752. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50075777,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50075777-141284083,"Panel part numbers: 50075777. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50077392,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50077392-141284091,"Panel part numbers: 50077392. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50079558,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50079558-140072091,"Panel part numbers: 50079558. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Medion,self-only,source-brand,Medion,,Medion,Medion Display 50079984,Medion,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-50079984-141980115,"Panel part numbers: 50079984. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
