self_brand,compatibility_category,classification_basis,detected_brands,compatibility_brands,source_brands,title,product_brand,source_url,compatibility
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11601200,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11601200-131918504,"Panel part numbers: 18010-11601200. Compatible laptop models: Asus E200HA, Asus E202SA, Asus EeeBook E200HA, Asus EeeBook E202SA, Asus EeeBook X206HA, Asus L202SA, Asus R209HA, Asus VivoBook E200HA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11601300,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11601300-149137730,"Panel part numbers: 18010-11601300. Compatible laptop models: Asus BR1102CGA, Asus Chromebook C202XA, Asus E210MA, Asus VivoBook E201NA, Asus VivoBook E210KA, Asus VivoBook W202NA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,source-brand,Asus,,Asus,Asus Display 18010-11610100,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11610100-131918506,"Panel part numbers: 18010-11610100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11610500,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11610500-131918507,"Panel part numbers: 18010-11610500. Compatible laptop models: Asus E203NAH, Asus E205SA, Asus EeeBook E205SA, Asus Transformer Book Flip TP200SA, Asus VivoBook E12 E203NAH, Asus VivoBook E12 X207NAH. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11620200,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11620200-140861850,"Panel part numbers: 18010-11620200. Compatible laptop models: Asus R202MA, Asus VivoBook F200MA, Asus X200MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11620700,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11620700-140861851,"Panel part numbers: 18010-11620700. Compatible laptop models: Asus R202MA, Asus VivoBook F200MA, Asus X200MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11621100,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11621100-131918508,"Panel part numbers: 18010-11621100. Compatible laptop models: Asus Chromebook C202SA, Asus Chromebook C202XA, Asus Chromebook C204MA, Asus Chromebook C223NA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11621300,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11621300-140861852,"Panel part numbers: 18010-11621300. Compatible laptop models: Asus Chromebook C200MA, Asus R202MA, Asus VivoBook F200MA, Asus X200MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11621400,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11621400-140861853,"Panel part numbers: 18010-11621400. Compatible laptop models: Asus R202MA, Asus VivoBook F200MA, Asus X200MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11621600,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11621600-140861854,"Panel part numbers: 18010-11621600. Compatible laptop models: Asus R202MA, Asus VivoBook F200MA, Asus X200MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11621700,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11621700-140861855,"Panel part numbers: 18010-11621700. Compatible laptop models: Asus EeeBook F205TA, Asus EeeBook X205TA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11621800,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11621800-140861856,"Panel part numbers: 18010-11621800. Compatible laptop models: Asus R202MA, Asus VivoBook F200MA, Asus X200MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11621900,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11621900-140861857,"Panel part numbers: 18010-11621900. Compatible laptop models: Asus Chromebook C201PA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11622000,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11622000-131918509,"Panel part numbers: 18010-11622000. Compatible laptop models: Asus Chromebook C201PA, Asus E203MAH, Asus E203NA, Asus E203NAH, Asus R203MA, Asus VivoBook E12 E203NA, Asus VivoBook E12 E203NAH, Asus VivoBook E12 X207NA, Asus VivoBook E12 X207NAH, Asus VivoBook E203MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11622300,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11622300-131918510,"Panel part numbers: 18010-11622300. Compatible laptop models: Asus Chromebook CR1 CR1100CKA, Asus Chromebook CX1 CX1100CNA, Asus ExpertBook BR1100CKA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11622500,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11622500-131918511,"Panel part numbers: 18010-11622500. Compatible laptop models: Asus Chromebook CR11 CR1102CGA, Asus Chromebook CX1 CX1102CKA, Asus CR1102CGA, Asus CX1102CKA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11622600,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11622600-149137731,"Panel part numbers: 18010-11622600. Compatible laptop models: Asus BR1102CGA, Asus BR1104CGA, Asus BR1104CTA, Asus Chromebook CR1104CGA, Asus Chromebook CR1104CTA, Asus Chromebook CZ1104CM2A, Asus E210MA, Asus VivoBook E210KA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-11630500,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11630500-131918513,"Panel part numbers: 18010-11630500. Compatible laptop models: Asus Chromebook CR1 CR1100CKA, Asus Chromebook CX1 CX1101CMA, Asus Chromebook CX1 CX1102CKA, Asus CX1102CKA, Asus R203MA, Asus VivoBook E203MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-116800RR,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-116800rr-131918514,"Panel part numbers: 18010-116800RR. Compatible laptop models: Asus ExpertBook BR1100CKA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-12210000,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-12210000-131918515,"Panel part numbers: 18010-12210000. Compatible laptop models: Asus BR1204CGA, Asus BR1204CTA, Asus Chromebook CR1204CGA, Asus Chromebook CR1204CTA, Asus Chromebook CZ1204CM2A. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-12510100,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-12510100-140861859,"Panel part numbers: 18010-12510100. Compatible laptop models: Asus Pro Advanced BU201LA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-12530100,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-12530100-140861860,"Panel part numbers: 18010-12530100. Compatible laptop models: Asus Transformer Book T300FA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-12540200,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-12540200-140861861,"Panel part numbers: 18010-12540200. Compatible laptop models: Asus Chromebook Flip C302CA, Asus Pro Advanced B8230UA, Asus Pro Advanced BU203UA, Asus Pro P5240UA, Asus Pro P5240UF. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13300500,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13300500-140861862,"Panel part numbers: 18010-13300500. Compatible laptop models: Asus Pro Essential PU301LA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13300600,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13300600-140861863,"Panel part numbers: 18010-13300600. Compatible laptop models: Asus ZenBook UX305CA, Asus ZenBook UX305FA, Asus ZenBook UX305LA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13300900,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13300900-131918516,"Panel part numbers: 18010-13300900. Compatible laptop models: Asus ZenBook UX310UA, Asus ZenBook UX310UQ, Asus ZenBook UX330UA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,source-brand,Asus,,Asus,Asus Display 18010-13301000,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13301000-150070335,"Panel part numbers: 18010-13301000. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13301500,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13301500-131918517,"Panel part numbers: 18010-13301500. Compatible laptop models: Asus ExpertBook P5 P5340FA, Asus ExpertBook P5 P5340FF, Asus ExpertBook P5 P5340UA, Asus ExpertBook P5 P5340UF, Asus ZenBook 13 UX331FA, Asus ZenBook 13 UX331FAL, Asus ZenBook 13 UX331UA, Asus ZenBook 13 UX331UAL, Asus ZenBook 13 UX331UN, Asus ZenBook S UX391UA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13301800 13.3 in 1920x1080 / FHD 30-pin eDP,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13301800-101902766,"Panel part numbers: 18010-13301800. Compatible laptop models: Asus ZenBook 13 UX333FA, Asus ZenBook 13 UX333FN, Asus ZenBook 13 UX333FLC, Asus ZenBook 13 UX334FL, Asus ZenBook 13 UX334FLC, Asus ZenBook 13 UX334FA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13302000,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13302000-131918518,"Panel part numbers: 18010-13302000. Compatible laptop models: Asus ZenBook 13 UX331FN, Asus ZenBook 13 UX331UA, Asus ZenBook 13 UX331UN. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13302200,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13302200-140861864,"Panel part numbers: 18010-13302200. Compatible laptop models: Asus ZenBook 13 UX331FA, Asus ZenBook 13 UX331UA, Asus ZenBook 13 UX331UN. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13302300 13.3 in 1920x1080 / FHD 30-pin eDP,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13302300-88538219,"Panel part numbers: 18010-13302300. Compatible laptop models: Asus ZenBook 13 UX334FL, Asus ZenBook 13 UX333FA, Asus ZenBook 13 UX333FN, Asus ZenBook 13 UX333FLC, Asus ZenBook 13 UX334FLC, Asus ZenBook 13 UX334FA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13311900,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13311900-140861865,"Panel part numbers: 18010-13311900. Compatible laptop models: Asus ZenBook UX32LA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13312900,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13312900-140861866,"Panel part numbers: 18010-13312900. Compatible laptop models: Asus Pro Essential P302UA, Asus R301LA, Asus R301UA, Asus R301UV, Asus X302LA, Asus X302LJ, Asus X302UA, Asus X302UV. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13313100 13.3 in 1920x1080 / FHD 30-pin eDP,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13313100-128993660,"Panel part numbers: 18010-13313100. Compatible laptop models: Asus Transformer Book Flip TP300UA, Asus ZenBook UX303LB, Asus ZenBook UX303UA, Asus ZenBook UX303UB, Asus X302UA, Asus R301UA, Asus X302UJ, Asus Chromebook C300SA, Asus X302UV. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13313200 13.3 in 1920x1080 / FHD 30-pin eDP,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13313200-98349465,"Panel part numbers: 18010-13313200, 18010-13313500, 18010-13361000. Compatible laptop models: Asus VivoBook S13 S333JA, Asus X321JP, Asus VivoBook S13 S333JP, Asus X321JA, Asus X321JQ, Asus VivoBook S13 S333JQ, Asus ZenBook 13 UX325EA, Asus VivoBook S13 S333EA, Asus ZenBook 13 UX325JA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13320100 13.3 in 1600x900 / 0 30-pin eDP,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13320100-89090887,"Panel part numbers: 18010-13320100. Compatible laptop models: Asus ZenBook UX303LN, Asus ZenBook UX303LA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13330500,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13330500-140861867,"Panel part numbers: 18010-13330500. Compatible laptop models: Asus Chromebook C300MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13330600,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13330600-140861868,"Panel part numbers: 18010-13330600. Compatible laptop models: Asus Chromebook C300MA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13330700,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13330700-140861869,"Panel part numbers: 18010-13330700. Compatible laptop models: Asus Chromebook C300MA, Asus Pro Essential P302UA, Asus R301LA, Asus R301UA, Asus R301UV, Asus Transformer Book Flip TP300UA, Asus X302LA, Asus X302UA, Asus X302UJ, Asus X302UV. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13360000,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13360000-145101205,"Panel part numbers: 18010-13360000. Compatible laptop models: Asus Chromebook C300MA, Asus Transformer Book Flip TP300, Asus Transformer Book Flip TP300L, Asus Transformer Book Flip TP300LA, Asus Transformer Book Flip TP300LD, Asus ZenBook UX303LA, Asus ZenBook UX303LN. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13360100,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13360100-145101206,"Panel part numbers: 18010-13360100. Compatible laptop models: Asus Chromebook C300MA, Asus Chromebook C300SA, Asus Pro Essential P302UA, Asus R301LA, Asus Transformer Book Flip TP300L, Asus Transformer Book Flip TP300LD, Asus X302LA, Asus X302LJ, Asus ZenBook UX303LA, Asus ZenBook UX303LB. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13360200,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13360200-145101207,"Panel part numbers: 18010-13360200. Compatible laptop models: Asus Pro Essential P302UA, Asus R301LA, Asus Transformer Book Flip TP300UA, Asus X302LA, Asus X302LJ, Asus ZenBook UX303UA, Asus ZenBook UX303UB. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13360300,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13360300-140861873,"Panel part numbers: 18010-13360300. Compatible laptop models: Asus Chromebook C300SA, Asus VivoBook Flip TP301UA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13370000,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13370000-140861874,"Panel part numbers: 18010-13370000. Compatible laptop models: Asus ZenBook UX303LN. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13370100,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13370100-140861875,"Panel part numbers: 18010-13370100. Compatible laptop models: Asus ZenBook UX305CA, Asus ZenBook UX305FA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13370200,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13370200-140861876,"Panel part numbers: 18010-13370200. Compatible laptop models: Asus ZenBook UX303LB. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13370300,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13370300-140861877,"Panel part numbers: 18010-13370300. Compatible laptop models: Asus ZenBook UX303UB. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13370400,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13370400-140861878,"Panel part numbers: 18010-13370400. Compatible laptop models: Asus ZenBook UX305FA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-13370500,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13370500-140861879,"Panel part numbers: 18010-13370500. Compatible laptop models: Asus ZenBook UX305LA, Asus ZenBook UX305UA, Asus ZenBook UX306UA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14000300,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14000300-140861880,"Panel part numbers: 18010-14000300. Compatible laptop models: Asus Pro Essential PU451LD. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14000500,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14000500-131918519,"Panel part numbers: 18010-14000500. Compatible laptop models: Asus Pro Advanced BU401LA, Asus Pro Essential PU451LD. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14000600,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14000600-140861881,"Panel part numbers: 18010-14000600. Compatible laptop models: Asus Pro Advanced BU401LG. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14001000,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14001000-141541072,"Panel part numbers: 18010-14001000. Compatible laptop models: Asus X450JB, Asus X450MJ, Asus X455, Asus X455LA, Asus X455LB, Asus X455LD, Asus X455LF, Asus X455LJ. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14001100,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14001100-131918520,"Panel part numbers: 18010-14001100. Compatible laptop models: Asus Pro Essential PU401LA, Asus Pro Essential PU450CD, Asus Pro Essential PU451JF, Asus Pro Essential PU451LD. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14001300,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14001300-140861882,"Panel part numbers: 18010-14001300. Compatible laptop models: Asus Z450LA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14001800,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14001800-140861883,"Panel part numbers: 18010-14001800. Compatible laptop models: Asus F453MA, Asus R413MA, Asus X450JN, Asus X453MA, Asus X455, Asus X455LA, Asus X455LB, Asus X455LD, Asus X455LF, Asus X455LJ. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14001900,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14001900-140861884,"Panel part numbers: 18010-14001900. Compatible laptop models: Asus Pro Advanced BU401LG. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14002200,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14002200-141541073,"Panel part numbers: 18010-14002200. Compatible laptop models: Asus F456UA, Asus F456UB, Asus F456UQ, Asus F456UR, Asus F456UV, Asus K401UQ, Asus R414SA, Asus R415UQ, Asus VivoBook E14 E402WA, Asus VivoBook Max X441BA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14002300,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14002300-131918521,"Panel part numbers: 18010-14002300. Compatible laptop models: Asus E403NA, Asus Pro P1440FA, Asus Pro P1440FB, Asus Pro P1440UA, Asus VivoBook E403NA, Asus VivoBook L403NA, Asus VivoBook Max X441UA, Asus VivoBook Max X441UB. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
Asus,self-only,compatible-models,Asus,Asus,Asus,Asus Display 18010-14002500 14.0 in 1920x1080 / FHD 30-pin eDP,Asus,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14002500-101303359,"Panel part numbers: 18010-14002500. Compatible laptop models: Asus ROG Zephyrus G14 GA401IV, Asus ROG Zephyrus G14 GA401II, Asus ROG Zephyrus G14 GA401IU, Asus ROG Zephyrus G14 GA401IH, Asus Pro B9440UA, Asus BU404U, Asus ZenBook 14 UX425EA, Asus Pro B9440FA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
