compatibility_category,detected_brands,title,product_brand,source_url,compatibility
no-detectable-brand,,Compatible Display 02352RQA,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02352rqa-138985093,"Panel part numbers: 02352RQA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02352RQC,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02352rqc-138985095,"Panel part numbers: 02352RQC. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02352RRF,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02352rrf-138985096,"Panel part numbers: 02352RRF. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353DGJ,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353dgj-149635521,"Panel part numbers: 02353DGJ. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353DGM,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353dgm-138985120,"Panel part numbers: 02353DGM. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353EEG,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353eeg-138985125,"Panel part numbers: 02353EEG. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353FMW,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353fmw-138985128,"Panel part numbers: 02353FMW. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353FPX,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353fpx-149635523,"Panel part numbers: 02353FPX. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353FQE,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353fqe-149635524,"Panel part numbers: 02353FQE. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353HJH,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353hjh-138985135,"Panel part numbers: 02353HJH. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353MFA,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353mfa-138985154,"Panel part numbers: 02353MFA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353MFW,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353mfw-138985156,"Panel part numbers: 02353MFW. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353SBC,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353sbc-138985193,"Panel part numbers: 02353SBC. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353SUN,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353sun-138985199,"Panel part numbers: 02353SUN. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353SUQ,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353suq-149635528,"Panel part numbers: 02353SUQ. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02353YXC,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02353yxc-149635529,"Panel part numbers: 02353YXC. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02354HFK,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02354hfk-138985223,"Panel part numbers: 02354HFK. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02354HJD,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02354hjd-138985224,"Panel part numbers: 02354HJD. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02354HLT,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02354hlt-138985225,"Panel part numbers: 02354HLT. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02354HMF,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02354hmf-138985226,"Panel part numbers: 02354HMF. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02354MXX,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02354mxx-138985231,"Panel part numbers: 02354MXX. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02354MYC,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02354myc-138985232,"Panel part numbers: 02354MYC. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02354YMX,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02354ymx-149635530,"Panel part numbers: 02354YMX. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02355CTA,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02355cta-138985243,"Panel part numbers: 02355CTA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02355END,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02355end-138985245,"Panel part numbers: 02355END. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02355FQS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02355fqs-138985250,"Panel part numbers: 02355FQS. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02355FRA,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02355fra-138985251,"Panel part numbers: 02355FRA. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02355UMS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02355ums-149635531,"Panel part numbers: 02355UMS. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 0235ACMF,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-0235acmf-149635534,"Panel part numbers: 0235ACMF. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 0235ACMH,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-0235acmh-149635535,"Panel part numbers: 0235ACMH. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 02DL768,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-02dl768-150736528,"Panel part numbers: 02DL768. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 04X1756,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-04x1756-150696963,"Panel part numbers: 04X1756. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 04Y1283 15.6 in 1920x1080 / FHD 40-pin LVDS,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-04y1283-109927094/nup,"Panel part numbers: 04Y1283, 0C17681. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 0HJ3NT 15.6 in 1920x1080 / FHD 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-0hj3nt-150149756,"Panel part numbers: 0HJ3NT, HJ3NT, CN-0HJ3NT. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 0R6FD8 14.0 in 1366x768 / WXGA 30-pin eDP,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-0r6fd8-141888538,"Panel part numbers: 0R6FD8. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18004279,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18004279-150675781,"Panel part numbers: 18004279. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18004786,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18004786-150675782,"Panel part numbers: 18004786. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-11600100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11600100-140861847,"Panel part numbers: 18010-11600100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-11610100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-11610100-131918506,"Panel part numbers: 18010-11610100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-13301000,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-13301000-150070335,"Panel part numbers: 18010-13301000. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-14043300,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14043300-131918533,"Panel part numbers: 18010-14043300. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-14054300,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-14054300-131918554,"Panel part numbers: 18010-14054300. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15603800,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15603800-131918568,"Panel part numbers: 18010-15603800. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15604900,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15604900-140861905,"Panel part numbers: 18010-15604900. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15606500,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15606500-131918573,"Panel part numbers: 18010-15606500. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15606600,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15606600-131918574,"Panel part numbers: 18010-15606600. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15607900,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15607900-131918576,"Panel part numbers: 18010-15607900. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15609300,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15609300-131918578,"Panel part numbers: 18010-15609300. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15616400,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15616400-131918585,"Panel part numbers: 18010-15616400. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15616500,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15616500-131918586,"Panel part numbers: 18010-15616500. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15617100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15617100-131918590,"Panel part numbers: 18010-15617100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15618400,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15618400-131918592,"Panel part numbers: 18010-15618400. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15618500,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15618500-131918593,"Panel part numbers: 18010-15618500. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15619400,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15619400-131918594,"Panel part numbers: 18010-15619400. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15625100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15625100-131918597,"Panel part numbers: 18010-15625100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15625500,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15625500-131918599,"Panel part numbers: 18010-15625500. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15655900,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15655900-131918605,"Panel part numbers: 18010-15655900. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15659200,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15659200-131918610,"Panel part numbers: 18010-15659200. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15680600,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15680600-122712497,"Panel part numbers: 18010-15680600. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15680800,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15680800-122712498,"Panel part numbers: 18010-15680800. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-15680900,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-15680900-122712499,"Panel part numbers: 18010-15680900. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-16011700,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-16011700-131918618,"Panel part numbers: 18010-16011700. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-17010000,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-17010000-131918641,"Panel part numbers: 18010-17010000. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-17323100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-17323100-131918649,"Panel part numbers: 18010-17323100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-17324800,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-17324800-131918652,"Panel part numbers: 18010-17324800. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-17324900,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-17324900-131918653,"Panel part numbers: 18010-17324900. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-17351000,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-17351000-131918659,"Panel part numbers: 18010-17351000. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-18550800,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-18550800-131918668,"Panel part numbers: 18010-18550800. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-18550900,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-18550900-131918669,"Panel part numbers: 18010-18550900. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19060200,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19060200-131918670,"Panel part numbers: 18010-19060200. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19060300,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19060300-131918671,"Panel part numbers: 18010-19060300. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19510300,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19510300-131918672,"Panel part numbers: 18010-19510300. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19520500,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19520500-131918674,"Panel part numbers: 18010-19520500. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19530000,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19530000-140861954,"Panel part numbers: 18010-19530000. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19530100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19530100-140861955,"Panel part numbers: 18010-19530100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19530600,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19530600-140861956,"Panel part numbers: 18010-19530600. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19530700,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19530700-131918676,"Panel part numbers: 18010-19530700. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19550100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19550100-131918677,"Panel part numbers: 18010-19550100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-19550200,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-19550200-132778323,"Panel part numbers: 18010-19550200. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21500100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21500100-150070336,"Panel part numbers: 18010-21500100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21501400,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21501400-131918682,"Panel part numbers: 18010-21501400. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21502100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21502100-131918685,"Panel part numbers: 18010-21502100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21502200,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21502200-131918686,"Panel part numbers: 18010-21502200. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21502300,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21502300-131918687,"Panel part numbers: 18010-21502300. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21510600,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21510600-131918689,"Panel part numbers: 18010-21510600. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21541100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21541100-131918691,"Panel part numbers: 18010-21541100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21541200,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21541200-131918692,"Panel part numbers: 18010-21541200. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21550400,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21550400-131918694,"Panel part numbers: 18010-21550400. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21550600,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21550600-131918695,"Panel part numbers: 18010-21550600. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21550700,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21550700-131918696,"Panel part numbers: 18010-21550700. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21560600,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21560600-131918697,"Panel part numbers: 18010-21560600. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21561000,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21561000-131918698,"Panel part numbers: 18010-21561000. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21561100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21561100-131918699,"Panel part numbers: 18010-21561100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21561200,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21561200-131918700,"Panel part numbers: 18010-21561200. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21580900,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21580900-131918704,"Panel part numbers: 18010-21580900. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21581000,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21581000-131918705,"Panel part numbers: 18010-21581000. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21581100,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21581100-131918706,"Panel part numbers: 18010-21581100. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
no-detectable-brand,,Compatible Display 18010-21590000,Compatible,https://www.ipc-computer.eu/laptop-spare-parts/displays/display-18010-21590000-131918708,"Panel part numbers: 18010-21590000. Match screen size, resolution, connector pins, connector position and bracket style before ordering."
